# TOPAS Version: 3.9
# Parameter File: ./part_b/jobs_pos15/job6.txt
# Results for scorer: DoseScorer
# Scored in component: Phantom
# R in 1 bin  of 15 cm
# Phi in 1 bin  of 360 deg
# Z in 1000 bins of 0.04 cm
# DoseToMedium ( Gy ) : Sum   
0, 0, 0, 2.862314552043443e-12
0, 0, 1, 3.77884269014972e-12
0, 0, 2, 2.526092833174398e-12
0, 0, 3, 1.228648953410794e-11
0, 0, 4, 2.921068985653474e-12
0, 0, 5, 3.766767280033445e-12
0, 0, 6, 3.977381791975265e-12
0, 0, 7, 2.790138996580649e-12
0, 0, 8, 2.58274933558067e-12
0, 0, 9, 2.753050174983396e-12
0, 0, 10, 2.390592931944546e-12
0, 0, 11, 3.475489861182179e-12
0, 0, 12, 2.411655944389857e-12
0, 0, 13, 4.000378153734552e-12
0, 0, 14, 2.490169745753001e-12
0, 0, 15, 2.388315890541892e-12
0, 0, 16, 2.465093884226888e-12
0, 0, 17, 3.682082416744947e-12
0, 0, 18, 5.554271452490323e-12
0, 0, 19, 3.475949562903313e-12
0, 0, 20, 3.655838218957763e-12
0, 0, 21, 3.148794593121895e-12
0, 0, 22, 2.766095512363176e-12
0, 0, 23, 3.71416092326271e-12
0, 0, 24, 3.488054463318679e-12
0, 0, 25, 3.041529268027476e-12
0, 0, 26, 2.938239495459127e-12
0, 0, 27, 2.179005066660356e-11
0, 0, 28, 2.502116049074576e-11
0, 0, 29, 1.652633759008371e-11
0, 0, 30, 2.453199622609592e-11
0, 0, 31, 1.29346377358841e-11
0, 0, 32, 1.213627896096137e-11
0, 0, 33, 1.079724417513139e-11
0, 0, 34, 1.015370860307785e-11
0, 0, 35, 1.013464832888555e-11
0, 0, 36, 9.133147363393768e-12
0, 0, 37, 9.517369531364395e-12
0, 0, 38, 9.106305119688241e-12
0, 0, 39, 8.662411933590963e-12
0, 0, 40, 8.545770861789759e-12
0, 0, 41, 9.322009310308577e-12
0, 0, 42, 9.597594420596156e-12
0, 0, 43, 7.653488086345472e-12
0, 0, 44, 7.107974799025474e-12
0, 0, 45, 7.734234259981765e-12
0, 0, 46, 7.410012707598224e-12
0, 0, 47, 4.05756886423525e-11
0, 0, 48, 3.243025292753998e-11
0, 0, 49, 2.487840315701373e-11
0, 0, 50, 2.164604259724534e-11
0, 0, 51, 1.889570618029968e-11
0, 0, 52, 8.339889889796837e-11
0, 0, 53, 6.177980436256059e-12
0, 0, 54, 5.639703114235228e-12
0, 0, 55, 6.359135874128841e-12
0, 0, 56, 5.65082269171624e-12
0, 0, 57, 5.824337540039082e-12
0, 0, 58, 6.823575125075587e-12
0, 0, 59, 6.33608096545224e-12
0, 0, 60, 5.939240852598227e-12
0, 0, 61, 5.6977695131466e-12
0, 0, 62, 6.867203854177273e-12
0, 0, 63, 4.998542812301165e-12
0, 0, 64, 5.592889866512518e-12
0, 0, 65, 5.461841482562457e-12
0, 0, 66, 5.420764098013064e-12
0, 0, 67, 5.155872690593144e-12
0, 0, 68, 5.058532152185657e-12
0, 0, 69, 9.439367690267098e-12
0, 0, 70, 5.436121604945887e-12
0, 0, 71, 5.967520748384469e-12
0, 0, 72, 4.819559248220306e-12
0, 0, 73, 5.878076671239629e-12
0, 0, 74, 3.583881108548681e-11
0, 0, 75, 2.451215792842465e-11
0, 0, 76, 1.793008623518499e-11
0, 0, 77, 1.594887416578317e-11
0, 0, 78, 8.100561887935953e-11
0, 0, 79, 1.445305073538572e-11
0, 0, 80, 1.303739061153664e-11
0, 0, 81, 1.344442873002505e-11
0, 0, 82, 9.756343302691484e-12
0, 0, 83, 4.9189320151799e-12
0, 0, 84, 5.306750264916227e-12
0, 0, 85, 4.846821728687889e-12
0, 0, 86, 4.521587097794377e-12
0, 0, 87, 4.953044484973246e-12
0, 0, 88, 6.104014429325622e-12
0, 0, 89, 4.988273683004252e-12
0, 0, 90, 5.081998710743107e-11
0, 0, 91, 1.028618770021472e-11
0, 0, 92, 8.215180272164169e-12
0, 0, 93, 4.003301162791573e-12
0, 0, 94, 2.648510534150605e-12
0, 0, 95, 3.386565984239698e-12
0, 0, 96, 2.366261483630061e-12
0, 0, 97, 3.945243437497581e-12
0, 0, 98, 2.121763051712855e-12
0, 0, 99, 4.110263778639434e-12
0, 0, 100, 1.697009394986682e-12
0, 0, 101, 1.985872837700908e-12
0, 0, 102, 2.124209228654417e-12
0, 0, 103, 2.452130078850479e-12
0, 0, 104, 2.163095657453651e-12
0, 0, 105, 1.631245811171966e-12
0, 0, 106, 2.160492921718382e-12
0, 0, 107, 2.768434786970531e-12
0, 0, 108, 1.412400361597288e-12
0, 0, 109, 2.219447932730323e-12
0, 0, 110, 2.560585424249417e-12
0, 0, 111, 1.839889351984425e-12
0, 0, 112, 1.43627720394085e-12
0, 0, 113, 1.926754762682226e-12
0, 0, 114, 2.056715908693718e-12
0, 0, 115, 1.625632679684574e-12
0, 0, 116, 2.729138312909662e-12
0, 0, 117, 2.166546456128238e-12
0, 0, 118, 1.532071561630155e-12
0, 0, 119, 2.060220266955626e-12
0, 0, 120, 2.156360810398605e-12
0, 0, 121, 1.518662908102375e-12
0, 0, 122, 1.847242194277787e-12
0, 0, 123, 1.548496357181572e-12
0, 0, 124, 1.51501738671761e-12
0, 0, 125, 1.656887409391683e-12
0, 0, 126, 1.426718660747783e-12
0, 0, 127, 1.643809762787163e-12
0, 0, 128, 1.461377134755193e-12
0, 0, 129, 1.38450958597075e-12
0, 0, 130, 1.382206740556391e-12
0, 0, 131, 1.596368328325715e-12
0, 0, 132, 2.51968237940936e-12
0, 0, 133, 2.205212791886457e-12
0, 0, 134, 2.278037784450571e-12
0, 0, 135, 1.346659220767543e-12
0, 0, 136, 1.566927685693609e-12
0, 0, 137, 1.635472139660532e-12
0, 0, 138, 1.831323070619617e-12
0, 0, 139, 1.695959670443281e-12
0, 0, 140, 1.681666633203405e-12
0, 0, 141, 2.167623936247254e-12
0, 0, 142, 1.631305442291453e-12
0, 0, 143, 1.57152893129342e-12
0, 0, 144, 1.472532816168548e-12
0, 0, 145, 2.945286375899414e-12
0, 0, 146, 1.494900123827358e-12
0, 0, 147, 1.399342447472307e-12
0, 0, 148, 1.87821503142005e-12
0, 0, 149, 1.547405758216269e-12
0, 0, 150, 1.562285782512329e-12
0, 0, 151, 5.700310883038906e-12
0, 0, 152, 1.543997677107278e-12
0, 0, 153, 9.256447171257509e-12
0, 0, 154, 1.83352096526368e-12
0, 0, 155, 1.640279166832681e-12
0, 0, 156, 1.537734457997264e-12
0, 0, 157, 1.46308822262381e-12
0, 0, 158, 1.264158699595952e-12
0, 0, 159, 2.003892928328921e-12
0, 0, 160, 1.575872245196397e-11
0, 0, 161, 1.876107776077607e-12
0, 0, 162, 1.812915052454289e-12
0, 0, 163, 1.590706733001213e-12
0, 0, 164, 1.472214060729837e-12
0, 0, 165, 1.674064532830588e-12
0, 0, 166, 1.3069543277483e-12
0, 0, 167, 1.633713130055892e-12
0, 0, 168, 1.701344685793582e-12
0, 0, 169, 2.258351491923882e-12
0, 0, 170, 1.566890389138875e-12
0, 0, 171, 1.570296518683956e-12
0, 0, 172, 5.641284314683581e-11
0, 0, 173, 3.146093628669799e-12
0, 0, 174, 2.546390832566803e-12
0, 0, 175, 4.951457646673596e-12
0, 0, 176, 2.909552590177333e-12
0, 0, 177, 2.117689920991261e-12
0, 0, 178, 2.021044139335904e-12
0, 0, 179, 2.235174285242225e-12
0, 0, 180, 3.452687354771333e-12
0, 0, 181, 1.851804950700475e-12
0, 0, 182, 2.10202775324797e-12
0, 0, 183, 2.051754165871555e-12
0, 0, 184, 2.64376758332685e-12
0, 0, 185, 2.088349024959024e-12
0, 0, 186, 1.471576853429024e-11
0, 0, 187, 3.282079122368664e-11
0, 0, 188, 2.001817635266523e-11
